OPPORUNITY_ID,OPPORTUNITY_NAME,CREATED_AT,CLOSE_DATE,REVENUE_DOLLARS,SALES_REP_ID,SALES_REP_NAME,INDUSTRY_ID,INDUSTRY,MARKET_SEGMENT_ID,MARKET_SEGMENT,IS_WON,IS_CLOSED
221973b8-9ca1-474a-9a30-d20aae51ebde,,2022-09-04T14:55:11Z,2022-12-08,1453,29,Theresa Mclean,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
2a586d9a-6489-447d-8327-ff83dad4aafa,,2022-05-28T17:34:07Z,2022-07-05,2138,29,Theresa Mclean,13,Natural Resources and Mining,2,Mid-Market,FALSE,TRUE
8d42c8c0-caa2-4cb4-84c7-9fbe5e9fe52b,,2022-08-20T22:23:03Z,2022-11-13,1110,29,Theresa Mclean,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
a230a4cb-14e4-4db5-b6ed-1d3aa584ab85,,2022-10-11T18:03:25Z,2023-05-06,682,29,Theresa Mclean,8,"Trade, Transportation, and Utilities",2,Mid-Market,TRUE,TRUE
f113edb3-00f0-4f86-95b1-ca9333eb2b4c,,2022-05-13T17:21:35Z,2022-10-29,754,29,Theresa Mclean,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
ad1563c4-6a48-4bd1-8b76-cf4ee13204cf,,2022-09-09T19:00:37Z,2022-09-15,716,29,Theresa Mclean,10,Information,2,Mid-Market,TRUE,TRUE
731645de-c0af-4218-909d-d54c687e6755,,2022-10-02T14:27:55Z,2023-05-03,2640,1,Gerald Jones,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
ed51ee98-d922-42ac-924e-c00a41aa6718,,2022-09-02T16:40:34Z,2023-01-29,1648,1,Gerald Jones,1,Public Sector,2,Mid-Market,FALSE,TRUE
ed34612e-3b63-4277-b074-2165d400ea8b,,2023-01-03T15:46:51Z,2023-03-17,1475,1,Gerald Jones,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
c4e3fcc1-abd4-43f7-832b-aaceb182f829,,2022-09-14T22:41:17Z,2022-11-09,1463,1,Gerald Jones,9,Business Services,2,Mid-Market,FALSE,TRUE
0f21f7a9-ad3d-41e8-9c21-75c42760c7a4,,2022-11-24T16:25:20Z,2023-01-02,2479,1,Gerald Jones,11,Rental,2,Mid-Market,FALSE,TRUE
48c45d32-b585-4a8d-9030-221ee7faaeb0,,2022-07-12T16:30:04Z,2022-08-09,714,1,Gerald Jones,4,Other,2,Mid-Market,TRUE,TRUE
fddfa994-2cf5-41e8-85a6-41b00b14ab3d,,2022-11-17T15:37:50Z,2023-04-15,1239,1,Gerald Jones,7,Construction,2,Mid-Market,FALSE,TRUE
3310f3bd-d2d0-4a59-809c-9e63f2e07de7,,2022-07-22T18:58:06Z,2022-12-01,799,1,Gerald Jones,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
c48cf735-5514-4150-ab01-bcef764aa2e5,,2022-11-17T18:34:34Z,2023-04-14,2503,1,Gerald Jones,11,Rental,2,Mid-Market,FALSE,TRUE
ee671456-cdd9-4158-b244-41a1feac9a3b,,2022-12-15T14:23:51Z,2023-01-01,1202,1,Gerald Jones,9,Business Services,2,Mid-Market,FALSE,TRUE
5bdc8672-0943-448a-a898-dba8779c05c6,,2022-07-06T15:35:11Z,2022-09-17,1353,1,Gerald Jones,8,"Trade, Transportation, and Utilities",2,Mid-Market,FALSE,TRUE
5c5ed26e-d9dd-4807-8110-e5897d257998,,2022-07-14T17:08:20Z,2022-07-23,516,6,Kathryn Dickerson,3,Non Profit,1,SMB,TRUE,TRUE
ecf3bac7-42c6-4405-81c3-0b887936c8d6,,2022-06-22T21:18:45Z,2022-08-06,196,6,Kathryn Dickerson,2,Retail,1,SMB,FALSE,TRUE
0fb5746f-7b1c-41e0-8bcd-d012561d7a1f,,2022-11-24T21:05:36Z,2022-12-25,884,6,Kathryn Dickerson,7,Construction,1,SMB,TRUE,TRUE
1a53c42a-7653-4533-bfdb-39ca1810e006,,2022-11-23T20:20:05Z,2023-05-02,334,6,Kathryn Dickerson,7,Construction,1,SMB,TRUE,TRUE
af31d7d9-c18c-451b-89b6-916da4537dc4,,2022-05-14T19:57:02Z,2022-06-02,626,6,Kathryn Dickerson,2,Retail,1,SMB,TRUE,TRUE
a5e09ed2-79f8-40c4-814a-edf5cefa7e05,,2022-05-28T15:30:04Z,2022-05-28,816,6,Kathryn Dickerson,7,Construction,1,SMB,TRUE,TRUE
736aa775-b120-4850-aee9-054d58c8e81e,,2022-12-09T23:18:55Z,2023-03-02,128,6,Kathryn Dickerson,13,Natural Resources and Mining,1,SMB,FALSE,TRUE
3fa04070-9a36-4bc5-9a08-e24108e0beac,,2022-05-27T14:26:13Z,2022-06-30,168,6,Kathryn Dickerson,11,Rental,1,SMB,FALSE,TRUE
34e697d9-439c-4998-836c-43d825391036,,2022-05-21T19:31:57Z,2022-08-04,281,6,Kathryn Dickerson,11,Rental,1,SMB,FALSE,TRUE
81ee1439-f244-4484-a04f-e4af9842ea87,,2022-05-17T22:33:45Z,2022-07-29,170,6,Kathryn Dickerson,1,Public Sector,1,SMB,TRUE,TRUE
8cb344c0-65f4-4397-ba07-b40efa66ab85,,2022-10-10T22:25:01Z,2022-11-07,509,6,Kathryn Dickerson,12,Education,1,SMB,TRUE,TRUE
a3b62df4-e52d-4600-b297-cc78b847a953,,2022-06-19T19:32:51Z,2022-06-28,123,6,Kathryn Dickerson,7,Construction,1,SMB,TRUE,TRUE
0c71be98-99be-4858-a2f4-c744e14f72a7,,2022-05-21T20:53:19Z,2022-05-19,218,6,Kathryn Dickerson,13,Natural Resources and Mining,1,SMB,TRUE,TRUE
ea2d8c8f-aead-4153-b582-4d010f297122,,2022-11-18T16:49:39Z,2022-12-06,364,6,Kathryn Dickerson,9,Business Services,1,SMB,TRUE,TRUE
e20df0d0-dac0-4af1-8309-7dcbc329ae83,,2022-07-27T16:20:29Z,2022-08-02,142,6,Kathryn Dickerson,4,Other,1,SMB,TRUE,TRUE
aa198965-741e-4ee2-bb19-8bd7333970ac,,2022-08-05T19:24:51Z,2022-08-07,160,6,Kathryn Dickerson,4,Other,1,SMB,TRUE,TRUE
1a5e687b-41c1-4845-b90b-c3aec95064cf,,2022-07-07T21:08:31Z,2022-07-10,210,6,Kathryn Dickerson,1,Public Sector,1,SMB,TRUE,TRUE
81891fbb-c113-4c26-823f-04f4c55f83e5,,2022-08-31T23:30:26Z,2022-11-06,855,6,Kathryn Dickerson,7,Construction,1,SMB,FALSE,TRUE
a130ec86-46d7-4ff1-a79d-0b0cfbf416a8,,2022-09-07T18:36:31Z,2022-11-01,751,6,Kathryn Dickerson,5,Leisure and Hospitality,1,SMB,FALSE,TRUE
628d9f2c-2da3-406e-816d-0ffa8d4e2cce,,2022-06-05T14:29:00Z,2022-09-05,556,6,Kathryn Dickerson,13,Natural Resources and Mining,1,SMB,FALSE,TRUE
41746a53-a645-424a-836d-e81343c3be69,,2022-08-16T22:16:55Z,2022-11-05,412,6,Kathryn Dickerson,2,Retail,1,SMB,TRUE,TRUE
a6f7e677-59ba-4869-8562-06f3a2142e1e,,2022-08-21T15:55:23Z,2022-09-15,352,6,Kathryn Dickerson,7,Construction,1,SMB,FALSE,TRUE
22b12cb0-88a7-4620-a7fa-4f71847e4a64,,2022-12-07T14:29:54Z,2023-01-25,9203,16,Jennifer Salinas,11,Rental,3,Enterprise,FALSE,TRUE
26e1d06b-7c70-49d9-af9c-780e1ad03014,,2022-08-13T22:21:10Z,2023-01-15,11723,16,Jennifer Salinas,11,Rental,3,Enterprise,FALSE,TRUE
c9675721-8051-4f87-bc66-af48b2c3f657,,2022-08-09T20:48:10Z,2023-06-03,23743,16,Jennifer Salinas,13,Natural Resources and Mining,3,Enterprise,FALSE,TRUE
14666858-f56d-4b2c-a401-ca2a436a2e5a,,2022-09-23T16:30:07Z,2022-11-24,7791,16,Jennifer Salinas,8,"Trade, Transportation, and Utilities",3,Enterprise,FALSE,TRUE
6931d545-90d7-4ba2-901a-42a850c27831,,2022-08-22T14:50:45Z,2023-01-09,32943,16,Jennifer Salinas,9,Business Services,3,Enterprise,FALSE,TRUE
768ef0a7-a764-4e10-b3d4-c5c343e41243,,2022-10-31T15:35:58Z,2022-11-22,10042,16,Jennifer Salinas,8,"Trade, Transportation, and Utilities",3,Enterprise,TRUE,TRUE
0a8d2b25-e458-4a71-93c6-ac8b4cc4cb60,,2022-07-19T20:42:03Z,2022-09-01,4824,16,Jennifer Salinas,13,Natural Resources and Mining,3,Enterprise,TRUE,TRUE
dcb9ae9c-0c07-4764-8d88-feb02ed3686a,,2022-11-16T15:28:07Z,2022-11-20,15,16,Jennifer Salinas,9,Business Services,3,Enterprise,FALSE,TRUE
cd8f5cf0-e7c0-4908-8e0f-bb4e09ea2147,,2022-07-21T20:10:47Z,2022-09-18,3471,16,Jennifer Salinas,9,Business Services,3,Enterprise,FALSE,TRUE
2f6654a0-894e-424f-b71c-387ebc3c9720,,2022-08-19T14:27:37Z,2022-09-17,11497,16,Jennifer Salinas,2,Retail,3,Enterprise,FALSE,TRUE
5a31a2e1-a80b-4771-ac3e-82166ed4374f,,2022-07-17T14:35:48Z,2022-07-27,204,8,Ashley Jimenez,7,Construction,1,SMB,TRUE,TRUE
1e76e349-3132-490b-9a0b-742c617ccec6,,2022-03-31T20:52:53Z,2022-04-18,154,8,Ashley Jimenez,5,Leisure and Hospitality,1,SMB,FALSE,TRUE
067b97f0-9b06-4813-bf0e-b94beda50a91,,2022-05-30T21:38:17Z,2022-06-27,195,8,Ashley Jimenez,7,Construction,1,SMB,TRUE,TRUE
9c722de9-cd07-4bd8-a989-15ac2a119046,,2022-09-03T20:22:12Z,2022-10-04,75,8,Ashley Jimenez,9,Business Services,1,SMB,FALSE,TRUE
a8db0581-2921-4497-9546-e0a78b835033,,2022-05-09T20:24:21Z,2022-10-04,184,8,Ashley Jimenez,7,Construction,1,SMB,FALSE,TRUE
f881e245-138f-4ba5-a54a-c342b4209adf,,2022-08-12T19:00:27Z,2022-09-17,1450,8,Ashley Jimenez,1,Public Sector,1,SMB,FALSE,TRUE
63e5a1a5-b974-439d-9cf7-c7c76854ee68,,2022-04-23T22:09:25Z,2022-04-28,122,8,Ashley Jimenez,8,"Trade, Transportation, and Utilities",1,SMB,TRUE,TRUE
bad6c55c-461e-46dc-b1ae-4ce965b19b33,,2022-04-21T18:53:45Z,2022-04-21,546,8,Ashley Jimenez,7,Construction,1,SMB,TRUE,TRUE
ba980147-4038-4ec8-920e-22877597aa3b,,2022-06-25T17:29:51Z,2022-06-25,272,8,Ashley Jimenez,8,"Trade, Transportation, and Utilities",1,SMB,TRUE,TRUE
0ddd7442-214a-44f9-aa15-ab994e24b6b2,,2022-07-17T14:21:39Z,2022-07-18,487,8,Ashley Jimenez,4,Other,1,SMB,TRUE,TRUE
8e1ef0c9-b8ba-458f-bf6b-b7ee663063de,,2022-07-16T18:42:40Z,2022-08-04,625,8,Ashley Jimenez,7,Construction,1,SMB,TRUE,TRUE
cec8092e-d953-4f11-b801-81c0ff262eb6,,2022-04-22T21:56:53Z,2022-08-20,342,8,Ashley Jimenez,7,Construction,1,SMB,FALSE,TRUE
e832305a-0b20-42c8-a201-8a7c743ba8d2,,2022-05-27T14:34:29Z,2022-07-13,382,8,Ashley Jimenez,7,Construction,1,SMB,FALSE,TRUE
ea937a7a-7e07-406f-9840-a5893f5aebd8,,2022-07-19T16:07:13Z,2022-07-23,133,6,Kathryn Dickerson,3,Non Profit,1,SMB,TRUE,TRUE
704909c2-346e-4fde-89d8-f88239c48eaf,,2022-07-18T18:17:22Z,2022-08-08,105,22,Samantha Barton,7,Construction,2,Mid-Market,TRUE,TRUE
2eb79c86-b3d6-45da-91e4-2a1dace98b1c,,2022-09-10T16:49:22Z,2023-05-21,472,22,Samantha Barton,13,Natural Resources and Mining,2,Mid-Market,FALSE,TRUE
4a82433c-2005-4e40-8a79-2ae2f67e25d1,,2022-07-29T20:46:56Z,2022-08-22,222,22,Samantha Barton,7,Construction,2,Mid-Market,FALSE,TRUE
b1c70648-d2a4-4faf-93df-b1790ccacc80,,2023-01-01T19:34:54Z,2023-01-10,339,22,Samantha Barton,8,"Trade, Transportation, and Utilities",2,Mid-Market,TRUE,TRUE
37e53a43-ac54-496a-8f4d-e8e21adc699c,,2022-12-11T14:27:43Z,2023-03-16,706,22,Samantha Barton,9,Business Services,2,Mid-Market,FALSE,TRUE
3b185833-8ef6-4396-80ba-941e85f01b69,,2022-12-12T14:43:57Z,2023-01-03,268,22,Samantha Barton,8,"Trade, Transportation, and Utilities",2,Mid-Market,TRUE,TRUE
c4a127a0-7911-4331-8b5e-8d021284e7e0,,2022-09-01T15:21:21Z,2022-10-23,317,22,Samantha Barton,2,Retail,2,Mid-Market,TRUE,TRUE
2897fc18-f308-415c-b5fc-29b640a382d7,,2022-07-14T21:35:18Z,2022-08-23,39,22,Samantha Barton,7,Construction,2,Mid-Market,FALSE,TRUE
419b7e83-e4cb-47a9-bcea-cf56f8297390,,2022-07-25T20:55:24Z,2022-08-08,487,22,Samantha Barton,9,Business Services,2,Mid-Market,TRUE,TRUE
2487018f-19d8-4162-a798-f86b0baaf2f6,,2022-11-12T17:10:43Z,2023-02-11,417,17,Monica Obrien,1,Public Sector,1,SMB,FALSE,TRUE
2daad4fb-e3f5-4396-aacb-d096733fba68,,2022-12-01T17:07:01Z,2022-12-26,239,17,Monica Obrien,9,Business Services,1,SMB,TRUE,TRUE
f1868a2d-ee6b-40a2-a522-891755d9c1cc,,2022-12-29T14:29:51Z,2023-08-01,1035,11,Natalie Fernandez,8,"Trade, Transportation, and Utilities",1,SMB,FALSE,TRUE
5a4c5eda-0a81-4aa8-92c8-20257ab2f2ce,,2022-12-14T19:33:36Z,2023-11-04,252,11,Natalie Fernandez,9,Business Services,1,SMB,FALSE,FALSE
359f8af6-2090-4128-8320-360caddca9b1,,2022-05-23T21:14:35Z,2022-06-11,636,23,Wayne Terrell,4,Other,1,SMB,TRUE,TRUE
5949c473-128c-4303-9be6-7fe8e8cc379e,,2022-04-09T22:12:29Z,2022-04-24,172,23,Wayne Terrell,8,"Trade, Transportation, and Utilities",1,SMB,TRUE,TRUE
f1bf2f77-395b-4971-a89e-04a1f13813e6,,2022-05-15T20:30:20Z,2022-08-06,280,23,Wayne Terrell,8,"Trade, Transportation, and Utilities",1,SMB,FALSE,TRUE
48df4bf3-d220-499a-a9b8-f920ec16986b,,2022-05-23T16:40:44Z,2022-06-02,496,23,Wayne Terrell,8,"Trade, Transportation, and Utilities",1,SMB,TRUE,TRUE
0655402e-14e7-4640-aac5-36c64ec1dcf4,,2022-05-03T22:47:41Z,2022-05-07,400,23,Wayne Terrell,7,Construction,1,SMB,TRUE,TRUE
93030f4b-981a-4035-9fa2-9997c7672d2a,,2022-05-05T14:46:15Z,2022-05-13,291,23,Wayne Terrell,7,Construction,1,SMB,TRUE,TRUE
fcbe852c-c3b3-42c2-ac77-29b3bdd3a1e4,,2022-03-19T21:42:27Z,2022-04-22,125,23,Wayne Terrell,9,Business Services,1,SMB,FALSE,TRUE
0917b08c-fb56-48cc-b766-e63aa6e6e0f7,,2022-07-12T20:30:47Z,2022-07-24,329,23,Wayne Terrell,7,Construction,1,SMB,TRUE,TRUE
5fc58f73-0c53-4b35-8f5b-e7e9d253d288,,2022-06-15T15:28:37Z,2022-10-08,219,23,Wayne Terrell,8,"Trade, Transportation, and Utilities",1,SMB,FALSE,TRUE
dba822c6-1a28-4caa-b6b6-cc03ec1e7158,,2022-09-30T18:47:35Z,2023-01-28,681,2,Robert Haynes,7,Construction,1,SMB,FALSE,TRUE
